Label, pos.X (µm), pos.Y (µm), pos.Z (µm), e1.X, e1.Y, e1.Z, e2.X, e2.Y, e2.Z, r1 (µm), r2 (µm), r3 (µm)
1093,-47.245,5.80039,0.717009,0.991637,0.035147,-0.12418,0.12435,-0.00266715,0.992235,6.69144,3.20749,1.92394
262,-47.0303,5.07273,9.3005,0.90526,-0.000983418,0.424857,0.42383,0.07162,-0.902906,11.9807,8.95951,2.21542
2909,-46.849,43.6715,46.6925,0.0970479,0.413707,0.905223,-0.0504704,-0.9063,0.41961,19.5672,11.9082,9.75221
2159,-46.7009,-13.2433,17.6001,0.0359402,0.406275,0.913044,0.756882,-0.607655,0.240594,9.62172,5.18219,3.9188
1738,-46.7004,-15.9212,55.9037,-0.0930727,-0.531257,-0.842083,-0.0418478,-0.842919,0.53641,18.3012,13.9726,8.07081
1453,-46.5624,-0.224274,-0.015197,0.991242,0.0364714,0.126921,0.12433,0.0661917,-0.990031,7.84941,5.21654,2.19073
755,-46.4196,-10.7397,2.21939,0.9914,0.0473203,-0.12201,0.120667,0.0302738,0.992231,7.0026,4.46556,2.60132
1239,-46.3094,58.3125,68.5409,0.33452,0.514989,0.789229,0.374471,-0.841161,0.390154,11.811,9.42762,8.88981
1176,-46.2648,9.57497,4.91077,0.997804,0.0304491,-0.0588161,0.0504061,0.226922,0.972608,11.3877,6.51173,2.09986
300,-46.2025,18.6666,12.5403,0.00999636,0.0295263,0.999514,0.996404,-0.0843942,-0.0074722,10.9683,5.61202,3.86749
2999,-45.9989,12.4404,23.5833,-0.177819,0.533325,-0.82701,0.957265,0.288535,-0.0197539,8.55884,5.5939,4.98467
62,-45.9455,56.4273,6.98316,-0.125919,-0.894736,-0.428476,0.102697,-0.44135,0.891439,9.63567,8.56258,7.74957
1867,-45.8208,-42.4477,-63.5073,-0.950665,-0.301418,0.0733759,0.00728351,0.214776,0.976636,9.064,8.19154,7.03371
1208,-45.7912,-3.03984,7.06596,0.0959614,0.094966,0.990845,0.962064,0.246556,-0.116805,7.11744,2.74954,2.2644
989,-45.7593,-11.1538,8.88316,0.981665,0.0208846,-0.189465,0.184905,0.137073,0.97315,5.79513,3.97829,2.62729
356,-45.679,-2.08269,-66.0441,-0.0680448,0.039982,0.996881,0.990932,0.118743,0.0628764,6.07742,1.17666,0.910148
2885,-45.6636,-3.2165,-1.03481,0.996938,0.047781,-0.0619069,0.0633111,-0.0284545,0.997588,6.09496,3.05955,1.96653
2513,-45.6064,6.9553,-43.1937,0.0718242,-0.0169586,0.997273,0.979787,0.188359,-0.0673619,2.75881,1.06346,0.990372
394,-45.5909,1.75593,6.87804,0.036476,-0.129176,0.990951,0.997818,0.0593116,-0.0289972,12.0165,8.02019,2.74374
1819,-45.5782,-2.21419,-55.519,0.0126934,-0.109753,0.993878,0.994357,0.106086,-0.000984549,5.73474,1.94965,1.53396
1428,-45.5417,29.2415,90.4378,0.0962931,-0.259776,-0.960856,-0.953139,0.254086,-0.164214,12.6765,10.2059,9.60608
2316,-45.4679,20.3253,41.3122,0.102602,0.162356,0.981383,-0.0350513,-0.985387,0.166683,20.037,12.1777,5.23228
2559,-45.1325,-1.4525,14.6684,0.993338,0.0141793,-0.114363,-0.114777,0.210491,-0.970835,4.55451,3.97833,1.80663
940,-44.9431,-14.5501,-61.1741,0.0662844,0.114137,-0.991251,0.0532842,0.991614,0.117742,21.2467,12.7664,8.38236
202,-44.7907,59.8204,20.2246,-0.468639,-0.356604,-0.808215,-0.34064,-0.771198,0.53779,8.64482,7.69171,5.0823
1983,-44.6641,-31.1896,-27.9813,0.111009,0.0674489,-0.991528,0.985899,0.118236,0.118422,3.80292,1.63186,1.19891
893,-44.5488,-4.51257,14.5284,0.718449,0.0363176,-0.694631,0.694668,0.0136474,0.719201,3.79171,3.44392,1.9093
2790,-44.5441,38.6551,-9.70286,0.0137195,0.179716,0.983623,-0.0700924,-0.981123,0.180237,21.038,11.7659,8.33832
2189,-44.458,-37.443,35.948,-0.0313853,-0.453806,-0.890548,-0.053443,-0.88895,0.454875,16.877,12.8965,8.73075
574,-44.2543,-19.4362,-25.567,0.0647802,0.0519639,-0.996546,0.0209874,0.998351,0.0534223,20.158,11.5522,6.30377
650,-44.1749,-23.7079,-43.7559,0.360156,0.170912,-0.917102,0.865459,0.305753,0.396856,2.51938,1.88983,1.60513
2014,-44.0433,-3.65367,-76.9847,0.0240026,-0.0857295,0.996029,-0.997225,0.0681754,0.0298994,4.05858,2.46771,1.96899
336,-43.7132,-53.1159,-44.1559,0.0409775,-0.995547,-0.0848952,0.714009,0.0886131,-0.694506,8.43166,7.47793,7.09407
2718,-43.6118,-27.563,-58.6192,0.0645024,0.146572,0.987095,-0.44855,-0.879341,0.159883,2.61915,1.10767,0.94169
1789,-43.5487,10.5986,8.9552,0.987078,0.0703494,-0.143974,0.1468,-0.0367838,0.988482,2.91537,2.4597,1.37839
2505,-43.3804,-0.997227,-84.0197,0.28797,0.117173,-0.950444,0.909906,0.275956,0.309708,3.47406,2.31785,1.63491
2488,-43.346,-15.1561,3.4809,-0.0136453,-0.0473627,0.998785,0.984188,0.175781,0.0217814,7.74567,4.28895,3.08815
2622,-43.3249,-49.1888,-54.6059,-0.9437,-0.0400829,0.328366,0.193509,0.738193,0.646239,8.21741,7.61347,6.62758
2846,-43.034,9.55896,-26.2436,-0.0564787,0.0562169,0.99682,0.99692,-0.0512408,0.0593741,5.83564,1.0583,0.927242
589,-42.8906,39.8277,-49.3692,0.0532387,0.467687,0.88229,-0.99224,0.124191,-0.00595825,10.1012,7.76199,7.03506
1793,-42.8611,29.0231,16.443,0.0383271,0.172005,0.98435,0.0640241,-0.983473,0.169359,22.5007,8.67649,5.86701
1060,-42.822,2.46495,18.8197,0.988008,0.062987,-0.140973,0.151163,-0.208509,0.966268,5.52108,3.7287,1.22749
1633,-42.7913,-6.85946,-2.78709,0.965423,0.102202,-0.239817,0.260044,-0.312986,0.913464,6.60491,4.32102,2.56955
664,-42.7405,5.50849,20.8502,0.583318,0.408594,-0.701991,-0.712708,-0.157072,-0.683648,4.21957,3.46636,3.20291
2813,-42.5049,13.9167,6.36537,0.997615,0.0156562,0.0672238,0.0659781,0.0697746,-0.995378,5.55291,4.45389,2.5289
162,-42.4003,26.0482,-40.9757,0.0166708,-0.357116,-0.933911,0.0562921,0.932895,-0.355723,19.18,11.2526,9.23673
2800,-42.3259,13.0498,13.6609,0.989781,0.0654543,-0.126688,0.127718,-0.0117738,0.991741,5.27229,4.76888,2.75827
455,-42.322,8.70151,12.7549,0.997187,0.0507789,0.0551239,-0.056427,0.0245952,0.998104,5.07023,4.02529,2.26613
747,-42.2714,-57.5959,24.6339,-0.412296,-0.895805,-0.165969,-0.0495761,-0.159844,0.985897,10.5468,9.53932,8.01214
1816,-42.2203,61.7592,53.0564,0.384438,-0.070676,0.920442,-0.880284,0.27224,0.388569,10.4774,9.12323,8.01834
877,-42.0664,11.7372,0.378897,0.999909,-0.00113158,0.0134274,-0.0129124,0.204468,0.978788,7.50946,4.42653,2.13181
708,-42.0469,7.17171,15.9978,0.994891,0.0145464,-0.0999037,0.0949995,0.200016,0.975176,5.00547,3.09197,1.24544
2469,-41.7768,-7.59253,79.1352,-0.0368919,-0.303387,0.952153,-0.595509,-0.758471,-0.264747,12.4097,8.80133,8.03176
2116,-41.7491,-3.89858,26.6088,0.00630684,0.992731,0.120192,-0.112312,-0.11873,0.986554,7.41513,5.39866,4.7406
1050,-41.6999,14.4489,90.6816,-0.00709569,0.366503,0.93039,-0.232039,-0.905621,0.354976,9.45527,8.43594,6.8165
174,-41.6823,-1.59568,-34.0597,-0.0674076,0.0908875,0.993577,0.0240942,-0.995404,0.0926892,21.3046,10.9196,8.1822
2830,-41.4261,-42.2944,-16.7029,-0.0198178,-0.384937,0.92273,0.0204926,0.922561,0.385307,16.2496,13.0621,6.52284
2056,-41.389,-8.59258,14.1841,0.997118,0.0738073,0.0175779,-0.0241842,0.0895909,0.995685,7.25602,3.80872,2.14464
2180,-41.2489,8.1745,7.97083,0.997584,0.0563725,-0.0405895,0.0302143,0.174021,0.984278,6.55317,2.44627,1.64102
2491,-41.2464,-22.3677,-82.4639,0.232444,-0.206877,0.950353,-0.841172,-0.533285,0.0896519,10.1871,9.21391,8.05499
642,-41.2337,-49.5405,48.7741,0.977515,0.0517211,-0.204425,0.201861,0.0507518,0.978098,10.2128,8.52939,7.43847
1716,-41.1917,5.13837,28.0506,-0.0626092,-0.385294,-0.920667,0.997815,-0.00467881,-0.0658975,5.87402,4.90833,4.10534
1338,-41.059,-6.45194,19.1681,0.99983,-0.0177929,0.00484986,-0.00455763,0.0164279,0.999855,7.66887,3.78382,2.42357
1141,-41.0359,-54.8467,-31.3474,0.301756,-0.945924,0.119044,-0.950532,-0.308151,-0.0391416,10.6827,9.94719,8.70272
1670,-41.0052,-29.7671,69.2651,-0.232541,-0.290398,0.928221,0.96303,0.0647152,0.261507,9.20161,9.10271,8.07959
149,-40.9865,-26.0638,-0.0915722,-0.0522834,0.144424,0.988134,0.0204286,-0.989125,0.14565,16.3257,9.93876,8.09351
2197,-40.6837,4.08693,-12.8927,0.0737111,-0.995419,0.0608901,0.0627058,0.0655614,0.995876,9.09609,6.07252,4.63908
3038,-40.6134,52.7301,-19.6293,0.260471,0.259861,0.929853,0.928904,-0.330033,-0.167973,10.7416,8.31145,7.56886
601,-40.5952,-1.4949,20.2056,0.999752,0.0103038,-0.0197184,0.010783,0.550828,0.834549,9.35157,4.30361,3.08873
1071,-40.5749,37.2009,69.7115,0.11091,0.605291,0.788239,-0.0340674,-0.790351,0.611706,21.2096,13.2681,8.61385
861,-40.5701,0.684767,42.9631,-0.0477603,-0.598342,-0.799816,-0.0257558,-0.799726,0.599812,15.6801,11.5915,7.45346
2280,-40.5402,-69.0211,7.77555,0.22493,0.00551013,-0.974359,0.974338,0.00742394,0.224967,8.25344,5.65707,1.78491
2981,-40.4922,7.66476,-65.7176,0.0924994,-0.16544,-0.981872,0.0521066,-0.983945,0.170698,23.0432,12.627,6.45008
1614,-40.4895,15.5711,-3.94447,0.113423,0.458485,0.881434,0.993539,-0.0558362,-0.0988046,10.6053,7.00347,4.63771
995,-40.2874,-1.60035,12.0461,0.302612,0.0902978,0.948827,0.820576,0.481732,-0.307554,4.8847,2.40886,1.99031
1984,-39.9654,45.4897,20.0815,0.0130115,-0.163385,-0.986477,0.0266901,-0.986152,0.163683,17.5548,10.5523,5.80893
2188,-39.8866,46.2574,92.6012,0.847098,0.527524,0.0643717,0.504866,-0.760997,-0.407423,10.9194,9.98512,9.32063
1147,-39.8403,-2.78647,-6.94496,0.943818,0.0248305,0.329532,0.33042,-0.0541548,-0.942279,4.78961,3.89938,2.46733
2001,-39.7492,-12.8975,16.1848,0.0214332,0.421529,0.906562,0.957427,-0.269754,0.102793,9.72149,4.4551,3.83475
190,-39.3449,2.35169,-4.97886,0.875313,0.157936,0.457039,0.47455,-0.0989814,-0.874646,6.15457,4.64337,3.1482
2644,-39.3021,60.0707,35.8105,0.114573,-0.150716,0.981915,-0.252208,-0.960452,-0.117994,11.3044,9.4737,8.33165
1529,-39.2913,-6.42322,6.18197,0.877852,0.0565304,-0.475585,0.474085,0.0383555,0.879643,9.66184,8.26764,2.72316
2677,-39.2491,8.0132,-4.7435,0.12974,-0.193805,-0.972423,0.951729,0.299471,0.0672943,4.23045,3.32368,2.90116
2074,-38.9707,23.4253,-73.1523,0.997538,0.0700322,0.00354068,0.00995478,-0.191416,0.981458,13.5589,8.97601,7.61729
2461,-38.6766,-12.5772,-42.8452,-0.197941,0.141813,-0.969901,0.97983,0.000944845,-0.199829,4.72356,1.65609,1.42138
2391,-38.58,-34.4467,-43.9812,-0.0324236,-0.170169,0.984881,0.00830968,0.985319,0.170518,18.6936,12.881,6.83214
1324,-38.4689,-0.0121182,-0.614874,0.342693,0.00851466,0.939409,0.939434,0.00230711,-0.342723,5.41121,2.88049,1.56793
47,-38.4507,5.81392,-0.415535,0.812272,0.167491,0.558713,0.57612,-0.0807731,-0.813364,6.06848,3.88468,1.87187
757,-38.4207,-60.2272,-4.32239,-0.101319,-0.629045,0.770738,0.0820685,0.766799,0.636619,10.2246,9.28906,6.92113
1450,-38.2345,29.3159,-21.3792,-0.0147139,0.202163,0.979241,0.997064,0.0765638,-0.000824733,2.19603,1.535,1.27854
883,-38.1979,-20.6576,27.6293,-0.00126158,-0.458218,-0.888839,-0.00427436,-0.888829,0.458219,18.6017,10.8402,7.40619
2765,-38.1169,-24.9031,-60.4842,0.0583045,-0.144513,0.987784,-0.997444,0.0325101,0.0636309,2.91702,2.14764,1.90891
1072,-37.7974,8.78447,1.45443,0.925626,0.0116364,0.378261,0.367738,0.208373,-0.906283,3.60115,3.09343,1.52104
1271,-37.7763,18.6284,11.0689,0.0494852,-0.0141365,-0.998675,0.997535,0.0505014,0.0487138,8.69139,4.60813,3.84784
2633,-37.7422,-4.40133,14.8272,0.96948,-0.0115451,0.244899,-0.24505,-0.0770662,0.966443,5.19708,3.43022,1.93671
2756,-37.6674,-10.1085,-9.53419,0.0792129,0.521858,-0.849347,0.962967,0.180218,0.200539,10.2359,6.09606,5.6739
2571,-37.6494,-31.6274,-70.0992,-0.158287,0.29143,0.943405,-0.800295,-0.597493,0.0502978,11.657,9.2631,8.23142
784,-37.432,7.41502,-44.2985,-0.180577,0.0407901,-0.982715,0.907616,-0.378072,-0.18247,2.70614,1.46902,1.22938
1705,-37.2769,17.9015,-22.0593,-0.0316425,0.373684,0.927016,-0.0280524,-0.927447,0.3729,25.2112,9.61352,6.93314
1574,-37.1045,16.6343,-54.4454,0.118791,0.178884,-0.976672,-0.744985,-0.634226,-0.206774,2.04049,0.944589,0.664177
2008,-36.93,29.5792,-60.7866,-0.48709,0.779138,-0.394572,0.282199,0.567967,0.773161,9.47175,9.00669,8.24599
1352,-36.7569,-43.6283,9.68934,0.0185384,0.257295,0.966155,-0.0624662,-0.964135,0.257955,17.0746,13.5981,8.59598
1540,-36.7458,-3.49314,-59.0768,0.0480683,-0.0426504,-0.997933,-0.835845,-0.548708,-0.0168097,10.8254,3.4134,1.84342
2118,-36.4421,-2.70899,-1.49715,0.996502,0.0463377,-0.0695408,0.069409,0.00444917,0.997578,6.05726,3.25103,2.06046
2160,-36.4405,-5.15521,-72.4115,0.0330172,0.0420126,-0.998571,0.484859,0.872999,0.0527611,3.83186,1.83552,1.70444
1284,-36.4256,-14.911,-77.245,-0.0435585,0.0391358,0.998284,0.954728,-0.292698,0.0531326,2.38738,1.62799,1.43664
1420,-36.1782,21.0102,41.1231,0.090458,0.274076,0.957444,0.030584,-0.961697,0.272404,19.9734,12.2183,6.44974
1074,-35.9853,-19.5604,76.0032,0.746602,0.20845,-0.63177,0.664926,-0.264407,0.698543,9.34575,9.09718,7.14471
793,-35.9559,-10.5256,9.23268,0.957196,0.0737042,0.279899,0.288726,-0.17524,-0.941238,5.74596,4.47288,2.69179
3145,-35.9447,19.8622,-61.8028,-0.0288801,0.0343204,0.998994,0.9995,-0.0118749,0.0293027,4.88361,1.73918,1.47729
516,-35.9386,-2.50372,6.89331,0.88604,0.0894447,0.454899,0.461726,-0.0819181,-0.883232,9.71274,7.33176,2.24005
2439,-35.8781,-31.4596,-25.3468,0.275244,0.0762381,-0.958347,0.96078,0.0132323,0.276996,2.92716,1.81147,1.38417
386,-35.7634,-30.531,-16.2097,0.227692,0.092191,0.969359,-0.526128,-0.826032,0.202141,3.28653,1.79645,1.48254
2767,-35.7204,13.7424,22.6731,0.229542,-0.553114,0.800859,-0.86424,-0.494283,-0.0936687,8.64555,6.9589,4.81015
2144,-35.6586,-55.2978,37.7941,0.995787,0.0605593,0.068851,-0.0113505,-0.663689,0.747923,9.70052,8.27557,7.79593
3085,-35.6576,-38.1186,57.4172,-0.191305,0.732373,-0.653477,-0.00320865,0.665303,0.746566,11.232,9.88521,9.25852
2344,-35.5247,5.35347,20.9115,0.996379,0.0821953,-0.0217341,0.0611492,-0.515208,0.854881,5.77935,3.89743,3.62194
432,-35.2236,-16.4375,55.1773,-0.047308,-0.508726,-0.859628,-0.0470111,-0.858504,0.510648,17.6059,13.4062,5.91936
1769,-35.2117,-1.48124,16.0138,0.691175,-0.0465456,0.721187,-0.717744,-0.160738,0.677501,2.7057,2.03859,1.79504
638,-35.1939,-8.20573,-87.3651,-0.0224543,0.067267,0.997482,0.965344,-0.258032,0.0391317,13.4339,9.6593,9.35115
1560,-35.1763,2.00728,-6.43973,-0.0541658,0.989779,0.131926,0.239949,-0.115346,0.963909,3.33688,2.43412,1.98125
3091,-35.1736,44.8075,-33.8579,-0.0479924,-0.228401,-0.972383,-0.0112551,-0.97332,0.229176,10.8145,9.24397,7.7387
1761,-35.1143,16.2222,-86.0737,0.330107,0.200742,0.922351,0.943022,-0.0269758,-0.331634,11.3439,9.27902,7.5824
916,-35.0386,-10.3717,1.95515,0.997211,0.0352021,-0.0658175,0.0656528,0.00581591,0.997826,6.45097,4.94553,2.43786
2627,-35.0089,14.1819,6.34257,-0.0850637,-0.160204,0.983412,-0.990857,-0.0901333,-0.100391,4.45413,4.18825,2.54449
648,-34.8059,4.42041,16.1717,0.997148,0.0501492,-0.0564074,0.062469,-0.128918,0.989686,5.81216,2.86606,1.961
2113,-34.6652,-60.5633,-18.7265,-0.0708405,0.0698397,0.99504,0.867306,-0.488425,0.0960281,8.75194,8.39389,7.9884
492,-34.3971,-2.60122,-6.80889,0.171707,0.092986,0.98075,0.912519,-0.390175,-0.122768,3.41054,2.73506,2.39146
680,-34.281,11.4321,68.8544,0.118793,0.635094,0.763245,0.0692463,-0.772116,0.631698,20.2696,14.4142,9.24665
3067,-34.2559,0.231336,-2.50611,0.17152,-0.0397092,-0.98438,0.933974,0.324498,0.149648,3.63828,2.23843,1.62271
960,-34.2091,8.83913,11.1105,0.788076,-0.100892,-0.607254,-0.611992,-0.022081,-0.790556,5.58042,5.10911,2.22088
1896,-33.9746,7.29495,15.7829,0.999709,-0.00507653,0.0235962,-0.0223203,0.177567,0.983856,5.23719,3.11804,1.32301
2547,-33.9552,-6.7215,-3.38867,0.353793,0.317596,-0.879752,0.935249,-0.108205,0.337049,4.69447,3.38076,2.6807
2862,-33.863,-19.0197,-25.4243,0.0313554,0.0313837,-0.999015,0.0121702,-0.999445,-0.0310152,18.3982,11.9791,6.58607
1684,-33.8339,-15.4872,3.00532,-0.084528,0.00900821,-0.99638,0.995821,0.035471,-0.0841599,8.17026,6.86347,3.85481
1359,-33.7755,13.3382,13.0496,0.499713,0.0786023,0.862617,0.862366,0.0483447,-0.503972,4.7515,4.25552,2.71118
2887,-33.7707,-3.77469,-73.4646,-0.148626,-0.0307757,0.988414,-0.798242,0.593716,-0.101544,3.66593,2.15748,1.97921
1079,-33.7624,0.685099,-83.1153,0.206244,-0.080112,0.975215,-0.9778,0.0208247,0.208502,2.67677,1.94117,1.04276
923,-33.5257,29.0276,15.4114,-0.0619712,-0.0825736,-0.994656,-0.0780176,0.993923,-0.077652,22.1486,9.43246,5.78474
903,-33.486,2.11961,7.81339,0.169459,0.113687,-0.978958,0.985522,-0.0139736,0.168972,14.6412,7.4556,2.72395
168,-33.4486,12.3397,0.492173,0.288656,0.153799,0.944999,-0.951354,0.157122,0.265025,4.74404,3.77704,2.35612
983,-33.3528,58.6161,84.6961,0.354263,0.205501,0.912287,0.859625,-0.455633,-0.231177,11.1547,9.61968,8.23305
2410,-33.3466,10.1106,17.6294,0.999879,0.0146205,-0.00536963,0.00892733,-0.255464,0.966777,9.91546,4.05832,2.15856
2403,-33.1776,-61.879,10.8574,0.886697,0.148765,-0.437763,-0.396263,-0.243291,-0.885316,9.50874,8.71231,7.90496
1902,-33.1096,8.89687,1.49283,-0.12886,-0.250783,0.959428,-0.990218,-0.0196769,-0.138138,3.01164,2.7494,1.56226
1364,-33.0323,-13.5365,16.7342,0.0389229,0.422252,0.905642,0.190955,-0.892769,0.408043,9.77525,4.63317,3.8551
1734,-32.9533,3.86226,-13.7863,0.00449737,-0.97085,0.239646,-0.227574,-0.234354,-0.945139,9.39348,8.25418,5.2038
1594,-32.9316,55.6343,0.458817,0.209896,0.0920946,0.973377,0.580877,0.789061,-0.199915,12.9615,9.29811,8.36297
480,-32.8695,-0.619903,27.2241,-0.000753789,0.971248,0.23807,-0.484822,-0.208574,0.849379,11.4254,6.1387,5.58815
955,-32.7341,60.4519,18.1275,0.0800364,-0.112654,-0.990406,0.996737,-0.00141386,0.0807088,10.2854,9.46375,7.88067
2864,-32.6448,5.61765,7.89791,0.936477,-0.0283138,0.349585,0.350137,0.133373,-0.927154,7.32745,6.51699,2.35489
291,-32.5248,10.6404,6.61217,0.0354573,0.110276,0.993268,0.996252,0.0745696,-0.0438428,5.24106,4.04346,1.86757
154,-31.9189,26.7989,-21.158,0.016295,-0.0133209,0.999779,0.663313,-0.748053,-0.020778,3.77538,1.46214,1.24636
2527,-31.7986,8.25607,-4.85357,0.997971,0.0281748,-0.057091,0.0477442,0.262002,0.963886,6.36262,4.77484,3.18419
521,-31.7738,2.49051,86.475,0.993241,0.0807225,-0.0834008,0.0931047,-0.125051,0.987772,12.7006,9.25019,7.18149
806,-31.729,9.15499,31.4987,0.283391,-0.0244042,-0.958694,0.901567,0.347548,0.257657,2.74342,1.88748,1.45105
2297,-31.6437,-37.2846,36.4533,0.0105399,0.478475,0.878038,0.0447671,-0.877432,0.477607,16.6189,12.2935,6.60649
1323,-31.4944,-42.0043,-62.9536,0.855353,0.0766963,-0.512337,-0.449032,-0.383432,-0.807063,8.83306,8.08166,7.24462
1512,-31.3707,-52.3379,-40.6539,0.079098,0.769244,0.634041,0.256543,-0.630319,0.732724,10.2267,7.94616,6.70361
2108,-31.3626,68.6571,34.7467,0.209664,0.0215429,0.977536,0.977685,0.00884092,-0.209891,13.4167,5.49589,2.28311
2368,-31.3524,58.4902,68.088,-0.240867,-0.562742,-0.790762,-0.142615,-0.785384,0.602356,11.5632,9.32215,8.81316
10,-31.2124,-8.0347,14.8148,0.989752,-0.118317,0.0799513,-0.0894428,-0.0772073,0.992995,4.70558,3.70097,2.08237
2017,-31.191,45.837,19.4413,0.00502329,0.23141,0.972843,0.0576359,-0.971305,0.230746,16.1024,10.0278,5.28989
42,-31.1295,-6.21508,19.1062,0.979688,-0.0554497,0.192707,-0.195276,-0.0453349,0.9797,4.27223,3.25436,2.56303
1875,-30.8731,43.8396,46.1299,0.0654552,0.356506,0.931997,0.0188707,-0.934275,0.356053,20.0909,12.2593,9.55921
2388,-30.8615,38.8376,-10.5749,0.0507097,0.163352,0.985264,-0.0747344,-0.983146,0.166847,19.9559,11.5814,8.3407
1509,-30.8302,13.055,90.5459,-0.0887994,0.131013,0.987396,0.979994,-0.165778,0.11013,7.95702,7.26494,6.42618
1296,-30.7649,0.281672,-0.282184,0.445741,0.114856,-0.887763,0.894651,-0.0236311,0.446141,6.19611,4.64101,1.93578
852,-30.5927,33.7567,89.1135,0.0753017,0.364514,0.928148,-0.861995,-0.444131,0.244359,12.8137,8.57144,7.24826
541,-30.2156,-1.31123,15.1251,0.968494,0.0953402,-0.230065,0.230627,0.00523408,0.973028,4.07391,3.32907,2.04332
4,-30.1081,2.30845,-6.92737,0.815288,0.128049,-0.564721,0.0624941,0.95009,0.305653,3.85271,3.04847,2.55828
2595,-30.0855,-1.34789,20.3047,0.159247,0.634795,0.756092,0.729555,-0.591649,0.343075,3.89244,3.34305,2.62482
670,-30.0675,6.328,0.469381,0.988215,-0.0187752,0.151918,-0.152412,-0.0284945,0.987906,3.98278,3.26667,1.93531
2634,-29.8197,18.9934,10.9695,0.0380902,0.0288759,0.998857,0.948961,0.312137,-0.045211,8.11387,4.75714,3.75708
1091,-29.7661,-14.5678,-59.2239,0.0913116,0.150385,-0.984402,0.0410408,0.987123,0.154608,20.4807,12.7209,10.0448
2507,-29.7567,16.1111,-3.6632,0.0141239,0.449969,0.892932,0.992523,-0.114586,0.0420434,10.8407,5.91308,4.666
1153,-29.7389,-48.9935,-53.063,0.930548,0.0377151,-0.364222,-0.267765,-0.608383,-0.747109,9.87265,7.62369,6.99779
2797,-29.6016,1.27833,43.4127,-0.0896086,-0.696311,-0.712124,0.00303911,-0.715188,0.698925,16.9177,11.9327,5.75952
2537,-29.343,-6.06395,10.1448,0.681567,0.136756,0.718863,0.726145,-0.00498055,-0.687524,3.6414,3.15944,2.42525
2095,-29.2556,-2.31261,-7.03086,0.232711,0.0813549,-0.969137,0.964964,0.104869,0.240512,3.99665,3.17775,2.40475
1663,-29.1977,36.3318,17.1824,0.0302846,0.000688255,0.999541,-0.523422,-0.851915,0.0164455,4.18881,0.67649,0.568558
2675,-29.1204,-4.30843,14.6108,0.995435,0.0144194,0.094347,0.0939193,0.0279118,-0.995188,5.6174,3.63594,1.84941
199,-28.6492,7.91881,-63.4631,-0.160866,0.150604,0.975418,-0.00217612,-0.988341,0.15224,23.7866,12.8096,8.46188
2979,-28.6299,-25.4279,0.492258,-0.0371607,-0.0238045,0.999026,0.065836,-0.997603,-0.0213217,16.7979,9.76437,7.0956
509,-28.5785,38.604,-49.3112,0.543073,-0.302852,-0.783168,-0.835505,-0.101935,-0.539946,10.1531,9.5677,8.09429
2521,-28.4912,-10.4591,9.16018,0.617685,-0.0766988,-0.782676,0.784364,0.132095,0.606073,4.55939,4.12584,2.82386
1106,-28.4472,-0.994292,-33.4618,-0.105246,0.128138,0.986156,-0.00356794,-0.991706,0.128478,20.2013,11.0998,7.85571
2120,-28.4423,4.67803,15.7516,0.485906,0.0845949,-0.869908,-0.872188,0.111182,-0.476368,3.35996,2.90657,2.04455
1626,-28.2728,-41.7305,-17.6244,-0.0114829,-0.0240352,0.999645,-0.0573667,-0.998049,-0.0246558,17.7205,14.2225,9.48794
673,-28.2376,26.1719,-40.0778,-0.0840697,0.327453,0.94112,-0.0456014,-0.944738,0.324639,19.1342,10.4095,8.12062
1921,-28.192,14.3338,5.97158,-0.0668161,-0.0146955,0.997657,-0.989097,-0.130541,-0.0681657,4.39188,3.57284,2.46063
1164,-28.156,-7.57526,78.2312,0.0917158,-0.306767,0.947356,-0.663277,-0.728421,-0.171659,11.5841,8.83811,7.20778
2541,-28.0971,-27.8072,-18.7435,-0.0341902,-0.0710001,-0.99689,0.985578,-0.167804,-0.0218509,4.5005,1.83509,1.58173
2364,-27.9681,23.2166,90.5907,0.667505,-0.0545094,-0.742607,0.743566,0.101462,0.660919,10.7875,9.18028,6.39562
3131,-27.9622,5.1573,-93.3093,-0.185683,-0.0510625,0.981282,-0.975192,-0.112902,-0.190405,10.9425,10.6495,8.82211
831,-27.8948,-56.7907,24.2858,0.154145,-0.942751,-0.295737,0.0508118,-0.291355,0.955265,10.523,9.32442,8.8897
1406,-27.8915,36.8534,69.4238,0.111529,0.71541,0.689746,0.0697901,-0.698001,0.712688,20.8659,12.4875,6.78878
2013,-27.8564,-29.0177,-26.2439,0.0812431,-0.111372,-0.990452,-0.96892,0.224134,-0.10468,3.04215,1.69321,1.48214
2735,-27.7205,-2.4083,-1.50576,0.975543,0.0549861,-0.21282,0.213385,-0.00455178,0.976957,4.76469,3.32713,1.88261
1678,-27.7164,-10.1505,2.25924,0.212626,-0.0240344,0.976838,0.972002,0.107525,-0.208928,4.67731,3.27564,2.69905
535,-27.707,-33.826,-44.7183,0.0735717,-0.0393743,-0.996512,0.0176757,-0.999012,0.040778,17.399,11.9782,6.57319
2128,-27.4775,-0.872414,-83.304,0.920333,0.0178009,-0.390731,0.388023,0.0842381,0.917792,2.10261,2.00882,1.35403
2741,-27.1576,61.7503,51.5186,0.398309,-0.103158,0.911432,-0.894417,0.176653,0.410867,10.0894,9.19004,7.80477
